,Weekday,Month,DateDelta,Zip,Latitude,Longitude,air,precip,ppsf_doll,ppsf_doll_pred,Date,Year
7492,0.43388373911755823,-0.866025403784439,1338.0,32750,28.75,278.75,24.69213000000002,0.99,103.0,112.5,2015-10-01,2015
2418,-0.9749279121818236,0.8660254037844386,2922.0,10562,41.25,286.25,2.349700000000041,2.52,232.0,227.0,2020-02-01,2020
20129,0.7818314824680298,-2.4492935982947064e-16,3226.0,95843,38.75,238.75,9.473320000000001,0.96,248.0,246.9,2020-12-01,2020
13666,-0.7818314824680299,0.8660254037844387,60.0,61350,41.25,271.25,11.686820000000012,2.01,77.0,66.8,2012-04-01,2012
19707,0.7818314824680298,0.49999999999999994,2526.0,95663,38.75,238.75,10.400779999999997,3.98,240.0,282.7,2019-01-01,2019
10641,-0.9749279121818236,1.2246467991473532e-16,486.0,44202,41.25,278.75,19.464140000000043,4.87,103.0,90.9,2013-06-01,2013
15748,0.0,-0.4999999999999997,2707.0,68130,41.25,263.75,25.422020000000032,2.19,114.0,109.6,2019-07-01,2019
6667,-0.433883739117558,1.0,394.0,32708,28.75,278.75,15.620400000000018,0.73,90.0,92.6,2013-03-01,2013
12866,0.0,1.0,3316.0,53963,43.75,271.25,3.5806500000000483,0.94,105.0,96.5,2021-03-01,2021
14393,0.9749279121818236,1.0,1855.0,63383,38.75,268.75,9.769980000000032,2.77,105.0,91.3,2017-03-01,2017
20135,-0.433883739117558,0.49999999999999994,3257.0,95630,38.75,238.75,9.978270000000009,1.98,302.0,300.3,2021-01-01,2021
19908,-0.7818314824680299,-2.4492935982947064e-16,2860.0,95746,38.75,238.75,10.29006000000004,3.12,292.0,297.4,2019-12-01,2019
8406,-0.9749279121818236,-1.0,2404.0,32773,28.75,278.75,28.45297000000005,2.44,129.0,129.5,2018-09-01,2018
18761,-0.433883739117558,-0.8660254037844385,912.0,95843,38.75,238.75,25.07916,0.18,159.0,149.2,2014-08-01,2014
18557,-0.7818314824680299,-1.0,578.0,95678,38.75,238.75,22.618740000000003,0.32,172.0,180.9,2013-09-01,2013
6038,-0.433883739117558,-0.4999999999999997,1612.0,30025,33.75,276.25,28.399069999999995,2.17,83.0,81.9,2016-07-01,2016
14807,-0.433883739117558,1.2246467991473532e-16,121.0,68007,41.25,263.75,23.65127000000001,2.61,87.0,89.6,2012-06-01,2012
14984,0.7818314824680298,-0.866025403784439,608.0,68022,41.25,263.75,11.423969999999997,3.04,103.0,105.7,2013-10-01,2013
13877,0.43388373911755823,-0.866025403784439,1338.0,61364,41.25,271.25,13.03588000000002,1.15,48.0,47.6,2015-10-01,2015
14902,-0.433883739117558,0.8660254037844386,366.0,68135,41.25,263.75,-1.6075199999999654,0.43,81.0,85.9,2013-02-01,2013
14182,-0.7818314824680299,-0.5000000000000004,3196.0,61364,41.25,271.25,7.832940000000008,1.79,60.0,54.7,2020-11-01,2020
18797,0.9749279121818236,-0.866025403784439,973.0,95843,38.75,238.75,20.19747000000001,0.4,156.0,149.2,2014-10-01,2014
2117,-0.433883739117558,0.8660254037844386,2557.0,10549,41.25,286.25,0.46365000000002965,2.52,255.0,238.7,2019-02-01,2019
10691,-0.9749279121818236,0.8660254037844386,731.0,44240,41.25,278.75,-6.000279999999975,1.65,73.0,84.9,2014-02-01,2014
11158,-0.9749279121818236,-0.8660254037844385,3104.0,44234,41.25,278.75,21.44106000000005,3.43,125.0,140.3,2020-08-01,2020
13534,0.7818314824680298,-1.0,3135.0,56450,46.25,266.25,12.87444000000005,1.13,124.0,125.9,2020-09-01,2020
5742,0.9749279121818236,-0.4999999999999997,3073.0,29566,33.75,281.25,28.200620000000015,2.55,129.0,126.8,2020-07-01,2020
13380,0.0,1.2246467991473532e-16,3043.0,55947,43.75,268.75,21.407219999999995,5.04,138.0,133.6,2020-06-01,2020
14105,0.43388373911755823,-0.8660254037844385,2738.0,61341,41.25,271.25,22.169730000000015,2.43,85.0,89.5,2019-08-01,2019
15067,0.43388373911755823,0.5000000000000003,820.0,68135,41.25,263.75,17.264250000000004,2.49,94.0,95.2,2014-05-01,2014
2478,-0.433883739117558,0.5000000000000003,3012.0,10506,41.25,286.25,14.47048000000001,1.41,238.0,259.1,2020-05-01,2020
18214,0.9749279121818236,0.8660254037844386,0.0,95677,38.75,238.75,10.76275000000004,0.34,122.0,121.5,2012-02-01,2012
14556,-0.9749279121818236,-1.0,213.0,64093,38.75,266.25,20.157460000000015,2.57,80.0,76.9,2012-09-01,2012
8356,0.9749279121818236,-0.8660254037844385,2373.0,32707,28.75,278.75,28.12710000000004,5.04,139.0,141.4,2018-08-01,2018
7571,-0.433883739117558,0.49999999999999994,1430.0,32751,28.75,278.75,14.874600000000044,3.77,127.0,128.7,2016-01-01,2016
8433,0.43388373911755823,-0.5000000000000004,2465.0,32701,28.75,278.75,20.453300000000013,1.32,128.0,129.8,2018-11-01,2018
2426,-0.7818314824680299,1.0,2951.0,10504,41.25,286.25,6.740750000000048,2.85,278.0,296.0,2020-03-01,2020
3667,-0.433883739117558,-0.8660254037844385,912.0,21663,38.75,283.75,23.45416,3.38,209.0,209.2,2014-08-01,2014
5770,0.43388373911755823,0.8660254037844387,3347.0,29572,33.75,281.25,17.366240000000005,0.83,195.0,186.9,2021-04-01,2021
18585,-0.433883739117558,-0.5000000000000004,639.0,95621,38.75,238.75,13.138500000000022,0.69,144.0,154.6,2013-11-01,2013
18019,0.9749279121818236,0.8660254037844387,2982.0,92236,33.75,243.75,16.03830000000005,1.88,164.0,172.9,2020-04-01,2020
20103,-0.7818314824680299,-0.5000000000000004,3196.0,95663,38.75,238.75,12.332940000000008,0.4,375.0,318.5,2020-11-01,2020
8770,-0.433883739117558,-0.5000000000000004,2830.0,32773,28.75,278.75,19.38240000000002,1.1,138.0,133.3,2019-11-01,2019
18792,0.9749279121818236,-0.866025403784439,973.0,95746,38.75,238.75,20.19747000000001,0.4,229.0,227.9,2014-10-01,2014
19357,0.43388373911755823,1.2246467991473532e-16,1947.0,95609,38.75,238.75,24.245750000000044,0.06,181.0,217.6,2017-06-01,2017
10701,0.7818314824680298,0.8660254037844387,790.0,44202,41.25,278.75,9.793150000000026,4.17,98.0,96.1,2014-04-01,2014
7334,0.9749279121818236,0.8660254037844387,1155.0,32730,28.75,278.75,24.955070000000035,3.1,80.0,83.3,2015-04-01,2015
12206,0.43388373911755823,0.8660254037844387,3347.0,50210,41.25,266.25,10.741240000000005,0.81,134.0,111.0,2021-04-01,2021
15181,0.9749279121818236,0.8660254037844387,1155.0,68007,41.25,263.75,11.892570000000035,2.35,105.0,109.0,2015-04-01,2015
8565,0.0,0.8660254037844387,2616.0,32708,28.75,278.75,22.516140000000007,2.14,151.0,149.6,2019-04-01,2019
8324,-0.433883739117558,1.2246467991473532e-16,2312.0,32750,28.75,278.75,27.732140000000015,4.63,142.0,152.6,2018-06-01,2018
10393,0.43388373911755823,1.0,2220.0,37721,36.25,276.25,8.652250000000038,3.88,112.0,103.9,2018-03-01,2018
17165,-0.433883739117558,-1.0,2039.0,83703,43.75,243.75,16.71407000000005,0.66,166.0,164.1,2017-09-01,2017
13391,0.7818314824680298,-1.0,3135.0,54601,43.75,268.75,15.87444000000005,3.19,119.0,116.6,2020-09-01,2020
19716,-0.433883739117558,0.8660254037844386,2557.0,95608,38.75,238.75,8.77615000000003,7.24,228.0,231.7,2019-02-01,2019
19598,-0.7818314824680299,-0.4999999999999997,2342.0,95662,38.75,238.75,26.045680000000004,0.2,256.0,252.2,2018-07-01,2018
13660,0.43388373911755823,1.0,29.0,61341,41.25,271.25,12.45016000000004,1.35,62.0,55.9,2012-03-01,2012
11055,-0.433883739117558,1.0,2585.0,44202,41.25,278.75,1.457270000000051,2.43,127.0,127.9,2019-03-01,2019
2504,0.0,1.2246467991473532e-16,3043.0,10507,41.25,286.25,21.313469999999995,1.68,287.0,262.4,2020-06-01,2020
16824,-0.9749279121818236,-2.4492935982947064e-16,304.0,83704,43.75,243.75,1.3887000000000285,1.13,80.0,95.8,2012-12-01,2012
19749,-0.433883739117558,1.0,2585.0,95841,38.75,238.75,12.551020000000051,2.78,202.0,203.1,2019-03-01,2019
18513,0.0,-0.4999999999999997,516.0,95621,38.75,238.75,25.40112000000005,0.03,139.0,147.7,2013-07-01,2013
13071,-0.433883739117558,0.5000000000000003,1185.0,54601,43.75,268.75,15.409000000000049,3.88,91.0,88.8,2015-05-01,2015
17370,0.9749279121818236,-0.4999999999999997,3073.0,83704,43.75,243.75,22.356870000000015,0.08,190.0,190.0,2020-07-01,2020
1766,-0.433883739117558,-2.4492935982947064e-16,2130.0,10547,41.25,286.25,-0.3250799999999572,1.1,209.0,215.8,2017-12-01,2017
15469,0.43388373911755823,1.2246467991473532e-16,1947.0,68064,41.25,263.75,23.214500000000044,2.84,101.0,114.4,2017-06-01,2017
15798,-0.7818314824680299,-2.4492935982947064e-16,2860.0,68022,41.25,263.75,0.04006000000003951,0.83,134.0,133.8,2019-12-01,2019
5513,-0.9749279121818236,0.8660254037844386,731.0,29582,33.75,281.25,9.655970000000025,2.22,140.0,139.7,2014-02-01,2014
16178,0.43388373911755823,0.5000000000000003,820.0,74063,36.25,263.75,20.826750000000004,2.04,78.0,76.7,2014-05-01,2014
19308,0.9749279121818236,1.0,1855.0,95650,38.75,238.75,14.332480000000032,1.81,257.0,260.5,2017-03-01,2017
14554,0.9749279121818236,-0.8660254037844385,182.0,64093,38.75,266.25,25.306420000000003,2.14,80.0,76.1,2012-08-01,2012
16835,-0.433883739117558,0.8660254037844386,366.0,83703,43.75,243.75,1.6737300000000346,0.6,105.0,99.6,2013-02-01,2013
6900,-0.7818314824680299,-2.4492935982947064e-16,669.0,32707,28.75,278.75,19.364980000000003,1.17,87.0,88.5,2013-12-01,2013
15885,-0.9749279121818236,-0.8660254037844385,3104.0,68007,41.25,263.75,23.87856000000005,1.08,136.0,146.4,2020-08-01,2020
5849,0.9749279121818236,0.5000000000000003,455.0,30054,33.75,276.25,19.899699999999996,3.85,51.0,61.3,2013-05-01,2013
15386,-0.9749279121818236,-0.866025403784439,1704.0,68135,41.25,263.75,14.261320000000012,1.36,102.0,103.4,2016-10-01,2016
17848,-0.433883739117558,-2.4492935982947064e-16,2130.0,92203,33.75,243.75,11.768670000000043,0.03,168.0,159.4,2017-12-01,2017
15494,0.7818314824680298,-0.8660254037844385,2008.0,68118,41.25,263.75,21.38076000000001,3.5,93.0,97.3,2017-08-01,2017
15302,0.7818314824680298,1.0,1490.0,68007,41.25,263.75,8.20718000000005,1.05,103.0,117.6,2016-03-01,2016
14140,-0.7818314824680299,1.0,2951.0,61341,41.25,271.25,5.678250000000048,2.57,85.0,88.4,2020-03-01,2020
5562,0.9749279121818236,-0.4999999999999997,1246.0,29566,33.75,281.25,28.130269999999996,2.65,101.0,101.3,2015-07-01,2015
6692,0.0,0.8660254037844387,425.0,32707,28.75,278.75,23.009119999999996,2.87,78.0,71.8,2013-04-01,2013
14426,0.43388373911755823,0.8660254037844386,2192.0,63383,38.75,268.75,2.9520800000000236,4.05,101.0,111.2,2018-02-01,2018
14976,-0.7818314824680299,-1.0,578.0,68116,41.25,263.75,21.212500000000034,1.93,92.0,87.4,2013-09-01,2013
2636,-0.7818314824680299,-0.5000000000000004,3196.0,10536,41.25,286.25,8.770440000000008,3.32,310.0,297.1,2020-11-01,2020
11195,0.0,0.8660254037844386,3288.0,44240,41.25,278.75,-4.5298499999999535,1.77,112.0,111.6,2021-02-01,2021
7884,-0.7818314824680299,0.49999999999999994,1796.0,32765,28.75,278.75,18.202140000000043,0.9,139.0,138.6,2017-01-01,2017
17137,-0.9749279121818236,0.8660254037844387,1886.0,83713,43.75,243.75,7.929040000000043,1.43,131.0,129.3,2017-04-01,2017
15154,0.43388373911755823,0.49999999999999994,1065.0,68130,41.25,263.75,-2.8571999999999775,0.41,100.0,96.8,2015-01-01,2015
9987,0.7818314824680298,-0.866025403784439,2799.0,37087,36.25,273.75,16.975400000000036,5.11,142.0,149.4,2019-10-01,2019
10884,-0.9749279121818236,-0.866025403784439,1704.0,44241,41.25,278.75,12.886320000000012,2.84,105.0,102.0,2016-10-01,2016
18114,-0.433883739117558,-0.5000000000000004,639.0,93927,36.25,238.75,11.826000000000022,0.51,117.0,116.6,2013-11-01,2013
8145,0.9749279121818236,-0.5000000000000004,2100.0,32771,28.75,278.75,20.705399999999997,1.17,120.0,120.8,2017-11-01,2017
6821,-0.7818314824680299,-1.0,578.0,32701,28.75,278.75,27.275000000000034,4.25,72.0,69.2,2013-09-01,2013
19292,0.9749279121818236,0.8660254037844386,1827.0,95662,38.75,238.75,11.71810000000005,8.18,221.0,222.5,2017-02-01,2017
2324,0.7818314824680298,-0.866025403784439,2799.0,10598,41.25,286.25,13.381650000000036,4.77,256.0,255.6,2019-10-01,2019
6898,-0.433883739117558,-0.5000000000000004,639.0,32773,28.75,278.75,20.794759999999997,1.59,75.0,72.4,2013-11-01,2013
7152,0.0,-1.0,943.0,32730,28.75,278.75,27.027980000000014,8.03,68.0,83.5,2014-09-01,2014
17080,-0.433883739117558,-0.4999999999999997,1612.0,83702,43.75,243.75,21.961569999999995,0.4,186.0,182.8,2016-07-01,2016
17388,0.43388373911755823,-0.866025403784439,3165.0,83704,43.75,243.75,10.910600000000045,0.41,201.0,201.0,2020-10-01,2020
17680,-0.9749279121818236,-0.8660254037844385,1277.0,92203,33.75,243.75,27.204679999999996,0.02,135.0,138.7,2015-08-01,2015
19768,0.0,0.8660254037844387,2616.0,95842,38.75,238.75,17.73490000000004,0.39,204.0,219.6,2019-04-01,2019
15187,0.9749279121818236,0.8660254037844387,1155.0,68130,41.25,263.75,11.892570000000035,2.35,96.0,98.0,2015-04-01,2015
11173,0.43388373911755823,-0.866025403784439,3165.0,44255,41.25,278.75,10.75436000000002,4.1,101.0,108.1,2020-10-01,2020
1793,0.0,0.49999999999999994,2161.0,10562,41.25,286.25,-2.3889199999999846,2.07,211.0,215.1,2018-01-01,2018
15544,0.0,0.49999999999999994,2161.0,68007,41.25,263.75,-5.857669999999985,0.36,119.0,123.9,2018-01-01,2018
18452,-0.433883739117558,1.0,394.0,95765,38.75,238.75,13.964140000000043,0.78,151.0,150.1,2013-03-01,2013
19001,0.43388373911755823,-0.866025403784439,1338.0,95630,38.75,238.75,21.06713000000002,0.2,224.0,221.9,2015-10-01,2015
15382,-0.9749279121818236,-0.866025403784439,1704.0,68069,41.25,263.75,14.261320000000012,1.36,111.0,132.1,2016-10-01,2016
17701,-0.7818314824680299,-0.5000000000000004,1369.0,92236,33.75,243.75,12.47747000000004,0.11,132.0,122.0,2015-11-01,2015
9110,-0.433883739117558,0.49999999999999994,3257.0,32707,28.75,278.75,15.322020000000009,0.67,159.0,163.1,2021-01-01,2021
18162,0.9749279121818236,-0.5000000000000004,2100.0,93927,36.25,238.75,12.174160000000029,0.68,213.0,208.5,2017-11-01,2017
15225,-0.9749279121818236,-0.8660254037844385,1277.0,68007,41.25,263.75,22.329679999999996,3.76,101.0,108.6,2015-08-01,2015
19697,-0.9749279121818236,-2.4492935982947064e-16,2495.0,95843,38.75,238.75,9.398300000000006,1.39,212.0,215.6,2018-12-01,2018
19722,-0.433883739117558,0.8660254037844386,2557.0,95650,38.75,238.75,8.77615000000003,7.24,290.0,286.3,2019-02-01,2019
7672,-0.7818314824680299,0.5000000000000003,1551.0,32730,28.75,278.75,25.13190000000003,4.4,105.0,100.2,2016-05-01,2016
15170,-0.7818314824680299,1.0,1124.0,68007,41.25,263.75,5.700160000000039,0.48,109.0,104.7,2015-03-01,2015
1319,0.9749279121818236,1.2246467991473532e-16,1582.0,10570,41.25,286.25,20.74487000000005,0.95,306.0,282.2,2016-06-01,2016
18085,0.0,1.0,3316.0,92236,33.75,243.75,11.643150000000048,0.54,179.0,169.5,2021-03-01,2021
12670,-0.433883739117558,1.2246467991473532e-16,2312.0,54971,43.75,271.25,20.388400000000047,3.87,72.0,80.0,2018-06-01,2018
15292,0.0,0.8660254037844386,1461.0,68022,41.25,263.75,1.225999999999999,0.44,114.0,113.0,2016-02-01,2016
19592,-0.7818314824680299,-0.4999999999999997,2342.0,95610,38.75,238.75,26.045680000000004,0.2,242.0,226.2,2018-07-01,2018
1349,-0.433883739117558,-0.4999999999999997,1612.0,10598,41.25,286.25,24.586569999999995,3.35,219.0,214.7,2016-07-01,2016
10697,-0.9749279121818236,1.0,759.0,44240,41.25,278.75,-0.7281999999999584,1.62,79.0,84.8,2014-03-01,2014
12207,0.43388373911755823,0.8660254037844387,3347.0,50240,41.25,266.25,10.741240000000005,0.81,87.0,119.6,2021-04-01,2021
2542,0.9749279121818236,-0.4999999999999997,3073.0,10549,41.25,286.25,25.606870000000015,4.29,269.0,265.3,2020-07-01,2020
8409,0.0,-0.866025403784439,2434.0,32708,28.75,278.75,25.530760000000043,1.47,150.0,147.0,2018-10-01,2018
5403,0.7818314824680298,-1.0,3135.0,28697,36.25,278.75,18.155700000000024,3.98,110.0,116.4,2020-09-01,2020
17557,-0.433883739117558,-0.5000000000000004,639.0,92236,33.75,243.75,13.419759999999997,0.63,91.0,91.1,2013-11-01,2013
18953,0.9749279121818236,-0.4999999999999997,1246.0,95678,38.75,238.75,25.692769999999996,0.13,194.0,196.8,2015-07-01,2015
15218,0.9749279121818236,-0.4999999999999997,1246.0,68116,41.25,263.75,23.974019999999996,2.87,97.0,94.6,2015-07-01,2015
7102,0.7818314824680298,-0.4999999999999997,881.0,32750,28.75,278.75,28.060699999999997,6.37,102.0,100.4,2014-07-01,2014
16801,0.9749279121818236,-0.8660254037844385,182.0,83713,43.75,243.75,22.868920000000003,0.04,86.0,83.7,2012-08-01,2012
16142,0.9749279121818236,0.5000000000000003,455.0,74063,36.25,263.75,19.243460000000027,4.82,78.0,74.8,2013-05-01,2013
15617,-0.7818314824680299,-0.4999999999999997,2342.0,68135,41.25,263.75,24.264430000000004,1.7,109.0,107.9,2018-07-01,2018
2567,-0.9749279121818236,-0.8660254037844385,3104.0,10549,41.25,286.25,23.75356000000005,3.3,290.0,283.5,2020-08-01,2020
18831,0.0,-2.4492935982947064e-16,1034.0,95841,38.75,238.75,11.41088000000002,4.97,120.0,125.8,2014-12-01,2014
11090,0.43388373911755823,-0.8660254037844385,2738.0,44266,41.25,278.75,21.200980000000015,2.42,91.0,90.5,2019-08-01,2019
8797,0.9749279121818236,0.49999999999999994,2891.0,32701,28.75,278.75,17.6019,0.23,138.0,135.1,2020-01-01,2020
6537,0.0,-0.866025403784439,243.0,32708,28.75,278.75,23.815120000000036,2.6,86.0,90.5,2012-10-01,2012
18076,0.0,0.8660254037844386,3288.0,92203,33.75,243.75,11.501400000000046,0.03,201.0,215.2,2021-02-01,2021
6210,0.9749279121818236,0.5000000000000003,2646.0,30655,33.75,276.25,24.074180000000013,1.98,103.0,108.0,2019-05-01,2019
14654,-0.9749279121818236,-0.866025403784439,1704.0,64093,38.75,266.25,17.105070000000012,1.66,83.0,81.8,2016-10-01,2016
7130,-0.433883739117558,-0.8660254037844385,912.0,32765,28.75,278.75,28.672900000000027,4.16,115.0,114.5,2014-08-01,2014
13707,-0.9749279121818236,-2.4492935982947064e-16,304.0,61364,41.25,271.25,1.8574500000000285,1.58,43.0,40.7,2012-12-01,2012
9939,-0.433883739117558,0.8660254037844386,2557.0,37087,36.25,273.75,8.52615000000003,10.55,140.0,145.6,2019-02-01,2019
14072,0.7818314824680298,0.49999999999999994,2526.0,61364,41.25,271.25,-5.1617200000000025,1.35,58.0,50.7,2019-01-01,2019
14062,0.43388373911755823,-0.5000000000000004,2465.0,61364,41.25,271.25,1.203300000000013,1.8,51.0,54.7,2018-11-01,2018
15655,0.43388373911755823,-0.5000000000000004,2465.0,68022,41.25,263.75,0.3908000000000129,0.69,133.0,130.2,2018-11-01,2018
15307,0.7818314824680298,1.0,1490.0,68118,41.25,263.75,8.20718000000005,1.05,89.0,92.7,2016-03-01,2016
12682,0.9749279121818236,-0.8660254037844385,2373.0,54971,43.75,271.25,21.78335000000004,4.32,80.0,81.0,2018-08-01,2018
20195,0.43388373911755823,0.8660254037844387,3347.0,95678,38.75,238.75,16.366240000000005,0.02,302.0,345.6,2021-04-01,2021
5489,-0.9749279121818236,1.2246467991473532e-16,486.0,29582,33.75,281.25,25.557900000000018,7.69,134.0,141.8,2013-06-01,2013
19334,-0.9749279121818236,0.8660254037844387,1886.0,95765,38.75,238.75,15.710300000000018,2.72,207.0,204.2,2017-04-01,2017
14332,0.9749279121818236,-0.4999999999999997,1246.0,63351,38.75,268.75,26.192769999999996,5.02,68.0,90.0,2015-07-01,2015
5288,0.0,-0.866025403784439,2434.0,28697,36.25,278.75,14.468260000000043,3.6,91.0,94.4,2018-10-01,2018
18386,-0.9749279121818236,-2.4492935982947064e-16,304.0,95610,38.75,238.75,8.419950000000028,5.06,121.0,114.9,2012-12-01,2012
13710,0.7818314824680298,0.49999999999999994,335.0,61341,41.25,271.25,-2.6875,2.38,32.0,52.1,2013-01-01,2013
18653,-0.9749279121818236,0.8660254037844386,731.0,95843,38.75,238.75,12.093470000000025,4.55,141.0,139.6,2014-02-01,2014
18968,-0.9749279121818236,-0.8660254037844385,1277.0,95662,38.75,238.75,25.392179999999996,0.03,202.0,212.1,2015-08-01,2015
13312,0.9749279121818236,0.5000000000000003,2646.0,54603,43.75,268.75,13.199180000000013,4.52,88.0,96.4,2019-05-01,2019
14477,0.0,-0.4999999999999997,2707.0,63383,38.75,268.75,26.734520000000032,2.89,127.0,119.1,2019-07-01,2019
14000,0.9749279121818236,-0.5000000000000004,2100.0,61341,41.25,271.25,4.455399999999997,1.27,87.0,75.1,2017-11-01,2017
19372,0.43388373911755823,1.2246467991473532e-16,1947.0,95842,38.75,238.75,24.245750000000044,0.06,206.0,196.7,2017-06-01,2017
6036,0.9749279121818236,1.2246467991473532e-16,1582.0,30656,33.75,276.25,26.58862000000005,2.13,86.0,86.2,2016-06-01,2016
15429,0.9749279121818236,0.8660254037844386,1827.0,68130,41.25,263.75,3.2806000000000495,0.53,100.0,96.1,2017-02-01,2017
11108,-0.433883739117558,-0.5000000000000004,2830.0,44266,41.25,278.75,2.28866000000005,1.15,95.0,90.5,2019-11-01,2019
14973,-0.7818314824680299,-1.0,578.0,68022,41.25,263.75,21.212500000000034,1.93,103.0,101.8,2013-09-01,2013
9055,0.43388373911755823,-0.866025403784439,3165.0,32771,28.75,278.75,26.410600000000045,2.62,151.0,150.2,2020-10-01,2020
8166,-0.433883739117558,-2.4492935982947064e-16,2130.0,32730,28.75,278.75,17.862420000000043,1.06,111.0,113.8,2017-12-01,2017
5718,-0.433883739117558,-0.5000000000000004,2830.0,29566,33.75,281.25,11.97616000000005,2.77,127.0,127.1,2019-11-01,2019
14492,-0.7818314824680299,-2.4492935982947064e-16,2860.0,63383,38.75,268.75,4.383800000000008,1.15,125.0,118.6,2019-12-01,2019
10560,-0.7818314824680299,0.8660254037844387,60.0,44241,41.25,278.75,8.468070000000012,1.45,85.0,69.9,2012-04-01,2012
5683,0.43388373911755823,-0.5000000000000004,2465.0,29572,33.75,281.25,13.015800000000013,4.12,168.0,170.8,2018-11-01,2018
7420,-0.9749279121818236,-0.8660254037844385,1277.0,32707,28.75,278.75,28.235929999999996,8.19,104.0,106.8,2015-08-01,2015
6306,0.7818314824680298,-2.4492935982947064e-16,3226.0,30656,33.75,276.25,7.473320000000001,2.38,121.0,129.0,2020-12-01,2020
10916,0.9749279121818236,1.0,1855.0,44266,41.25,278.75,3.0512300000000323,3.66,71.0,68.0,2017-03-01,2017
12027,0.0,-0.866025403784439,2434.0,50240,41.25,266.25,10.093260000000043,3.81,120.0,115.2,2018-10-01,2018
2769,0.43388373911755823,0.8660254037844387,3347.0,10570,41.25,286.25,10.616240000000005,2.4,335.0,295.1,2021-04-01,2021
13421,0.0,1.0,3316.0,54601,43.75,268.75,4.393150000000048,1.33,119.0,116.9,2021-03-01,2021
15277,0.7818314824680298,-2.4492935982947064e-16,1399.0,68136,41.25,263.75,0.6956400000000258,1.86,102.0,100.5,2015-12-01,2015
7910,0.9749279121818236,0.8660254037844386,1827.0,32765,28.75,278.75,19.62435000000005,1.01,138.0,136.7,2017-02-01,2017
7932,0.9749279121818236,1.0,1855.0,32730,28.75,278.75,19.769980000000032,0.3,107.0,119.1,2017-03-01,2017
19066,-0.433883739117558,0.49999999999999994,1430.0,95842,38.75,238.75,10.155850000000044,5.31,148.0,155.9,2016-01-01,2016
7419,-0.9749279121818236,-0.8660254037844385,1277.0,32701,28.75,278.75,28.235929999999996,8.19,88.0,83.3,2015-08-01,2015
19549,-0.7818314824680299,0.8660254037844387,2251.0,95747,38.75,238.75,16.224500000000035,1.82,228.0,240.4,2018-04-01,2018
8901,-0.433883739117558,0.5000000000000003,3012.0,32701,28.75,278.75,24.93923000000001,3.47,139.0,137.5,2020-05-01,2020
7675,-0.7818314824680299,0.5000000000000003,1551.0,32751,28.75,278.75,25.13190000000003,4.4,138.0,132.3,2016-05-01,2016
9933,0.7818314824680298,0.49999999999999994,2526.0,37087,36.25,273.75,4.1507799999999975,3.84,136.0,140.0,2019-01-01,2019
18754,-0.433883739117558,-0.8660254037844385,912.0,95677,38.75,238.75,25.07916,0.18,199.0,200.4,2014-08-01,2014
4138,0.43388373911755823,1.0,2220.0,21654,38.75,283.75,5.683500000000038,1.92,197.0,273.0,2018-03-01,2018
17194,0.43388373911755823,0.8660254037844386,2192.0,83702,43.75,243.75,2.7020800000000236,0.83,234.0,225.8,2018-02-01,2018
18857,-0.7818314824680299,0.8660254037844386,1096.0,95630,38.75,238.75,13.630359999999996,1.53,206.0,210.2,2015-02-01,2015
19607,-0.7818314824680299,-0.4999999999999997,2342.0,95843,38.75,238.75,26.045680000000004,0.2,214.0,210.0,2018-07-01,2018
19212,-0.9749279121818236,-0.866025403784439,1704.0,95608,38.75,238.75,18.230070000000012,3.95,203.0,197.9,2016-10-01,2016
17755,0.0,-0.8660254037844385,1643.0,92236,33.75,243.75,26.088160000000016,0.02,137.0,131.6,2016-08-01,2016
17226,-0.7818314824680299,-0.4999999999999997,2342.0,83704,43.75,243.75,24.483180000000004,0.01,150.0,149.9,2018-07-01,2018
9908,0.9749279121818236,-0.8660254037844385,2373.0,37090,36.25,273.75,25.97085000000004,3.25,144.0,148.9,2018-08-01,2018
15701,-0.433883739117558,1.0,2585.0,68069,41.25,263.75,1.207270000000051,2.28,100.0,135.3,2019-03-01,2019
17832,-0.433883739117558,-1.0,2039.0,92211,33.75,243.75,23.68282000000005,0.27,183.0,184.2,2017-09-01,2017
3548,-0.7818314824680299,-1.0,578.0,21671,38.75,283.75,20.650000000000034,0.79,178.0,129.4,2013-09-01,2013
17761,0.43388373911755823,-1.0,1674.0,92236,33.75,243.75,23.492729999999995,0.32,134.0,131.8,2016-09-01,2016
1858,-0.7818314824680299,0.8660254037844387,2251.0,10526,41.25,286.25,7.474500000000035,3.06,179.0,216.6,2018-04-01,2018
7547,0.7818314824680298,-2.4492935982947064e-16,1399.0,32771,28.75,278.75,22.2269,0.74,95.0,97.3,2015-12-01,2015
5058,0.0,-2.4492935982947064e-16,1034.0,28697,36.25,278.75,5.47338000000002,1.8,77.0,74.5,2014-12-01,2014
17218,-0.433883739117558,1.2246467991473532e-16,2312.0,83702,43.75,243.75,18.482140000000015,0.31,237.0,235.3,2018-06-01,2018
6381,-0.7818314824680299,0.8660254037844387,60.0,32708,28.75,278.75,22.53057000000001,1.4,79.0,84.4,2012-04-01,2012
18086,0.0,1.0,3316.0,92253,33.75,243.75,11.643150000000048,0.54,280.0,273.9,2021-03-01,2021
14503,0.9749279121818236,0.8660254037844387,2982.0,63351,38.75,268.75,12.47580000000005,3.96,142.0,128.6,2020-04-01,2020
