,Weekday,Month,DateDelta,Zip,Latitude,Longitude,air,precip,ppsf_doll,ppsf_doll_pred,Date,Year
20054,-0.9749279121818236,-0.8660254037844385,3104.0,95765,38.75,238.75,27.00356000000005,0.07,253.0,250.3,2020-08-01,2020
2401,-0.9749279121818236,0.8660254037844386,2922.0,10504,41.25,286.25,2.349700000000041,2.52,286.0,295.0,2020-02-01,2020
9108,0.7818314824680298,-2.4492935982947064e-16,3226.0,32773,28.75,278.75,14.910820000000001,1.23,150.0,148.0,2020-12-01,2020
9159,0.0,0.8660254037844386,3288.0,32771,28.75,278.75,18.595150000000046,3.53,160.0,149.0,2021-02-01,2021
18922,-0.433883739117558,0.5000000000000003,1185.0,95842,38.75,238.75,18.815240000000017,0.05,154.0,156.1,2015-05-01,2015
2719,0.0,0.8660254037844386,3288.0,10570,41.25,286.25,-1.1548499999999535,3.09,296.0,300.7,2021-02-01,2021
18177,-0.433883739117558,0.8660254037844386,2557.0,93927,36.25,238.75,6.58865000000003,3.35,233.0,220.6,2019-02-01,2019
18506,-0.9749279121818236,1.2246467991473532e-16,486.0,95765,38.75,238.75,23.620400000000018,0.16,171.0,168.2,2013-06-01,2013
19855,-0.7818314824680299,-1.0,2769.0,95747,38.75,238.75,23.446470000000033,0.35,237.0,238.2,2019-09-01,2019
7629,-0.433883739117558,0.8660254037844387,1521.0,32708,28.75,278.75,22.790980000000047,1.46,123.0,118.2,2016-04-01,2016
10747,-0.9749279121818236,-0.5000000000000004,1004.0,44255,41.25,278.75,2.4589200000000346,1.8,93.0,90.9,2014-11-01,2014
18975,-0.9749279121818236,-0.8660254037844385,1277.0,95841,38.75,238.75,25.392179999999996,0.03,144.0,146.9,2015-08-01,2015
4437,0.0,1.2246467991473532e-16,3043.0,21663,38.75,283.75,23.875969999999995,3.21,223.0,231.7,2020-06-01,2020
16083,-0.433883739117558,0.5000000000000003,3012.0,72482,36.25,268.75,18.15798000000001,4.25,25.0,55.7,2020-05-01,2020
2768,0.43388373911755823,0.8660254037844387,3347.0,10562,41.25,286.25,10.616240000000005,2.4,241.0,265.4,2021-04-01,2021
19312,0.9749279121818236,1.0,1855.0,95677,38.75,238.75,14.332480000000032,1.81,224.0,219.6,2017-03-01,2017
15384,-0.9749279121818236,-0.866025403784439,1704.0,68118,41.25,263.75,14.261320000000012,1.36,92.0,95.5,2016-10-01,2016
17153,-0.9749279121818236,-0.4999999999999997,1977.0,83703,43.75,243.75,24.57928000000004,0.01,164.0,165.2,2017-07-01,2017
13711,0.7818314824680298,0.49999999999999994,335.0,61350,41.25,271.25,-2.6875,2.38,73.0,69.0,2013-01-01,2013
13281,0.43388373911755823,-0.5000000000000004,2465.0,54601,43.75,268.75,-1.640449999999987,1.29,104.0,103.9,2018-11-01,2018
3909,0.9749279121818236,1.2246467991473532e-16,1582.0,21663,38.75,283.75,23.68237000000005,3.0,161.0,197.1,2016-06-01,2016
18911,-0.433883739117558,0.5000000000000003,1185.0,95630,38.75,238.75,18.815240000000017,0.05,217.0,222.6,2015-05-01,2015
18027,0.0,1.2246467991473532e-16,3043.0,92201,33.75,243.75,22.563469999999995,0.02,190.0,191.8,2020-06-01,2020
6950,0.9749279121818236,0.49999999999999994,700.0,32773,28.75,278.75,13.496000000000038,2.66,68.0,70.1,2014-01-01,2014
18054,0.43388373911755823,-0.866025403784439,3165.0,92211,33.75,243.75,20.75436000000002,0.02,219.0,216.5,2020-10-01,2020
13752,-0.7818314824680299,-1.0,578.0,61364,41.25,271.25,20.056240000000003,1.07,53.0,45.7,2013-09-01,2013
16223,-0.9749279121818236,-0.8660254037844385,1277.0,74063,36.25,263.75,25.985929999999996,2.45,85.0,82.7,2015-08-01,2015
19948,-0.9749279121818236,0.8660254037844386,2922.0,95842,38.75,238.75,12.724700000000041,0.46,221.0,231.7,2020-02-01,2020
19648,0.0,-0.866025403784439,2434.0,95628,38.75,238.75,18.874500000000012,0.17,234.0,232.7,2018-10-01,2018
10402,0.7818314824680298,0.5000000000000003,2281.0,37779,36.25,276.25,22.42602000000005,4.97,99.0,96.6,2018-05-01,2018
17056,0.7818314824680298,1.0,1490.0,83702,43.75,243.75,6.957180000000051,1.38,168.0,173.2,2016-03-01,2016
14661,0.9749279121818236,0.8660254037844386,1827.0,64019,38.75,266.25,7.2493500000000495,0.17,68.0,87.2,2017-02-01,2017
7002,-0.9749279121818236,1.0,759.0,32773,28.75,278.75,18.303060000000016,3.11,68.0,69.8,2014-03-01,2014
3937,0.43388373911755823,-1.0,1674.0,21647,38.75,283.75,23.742729999999995,4.77,149.0,159.9,2016-09-01,2016
14866,0.43388373911755823,-0.5000000000000004,274.0,68116,41.25,263.75,5.723720000000014,0.47,89.0,86.1,2012-11-01,2012
19280,-0.7818314824680299,0.49999999999999994,1796.0,95765,38.75,238.75,8.295900000000017,8.36,195.0,196.1,2017-01-01,2017
12436,-0.7818314824680299,1.0,1124.0,54971,43.75,271.25,0.7314000000000078,0.52,60.0,57.1,2015-03-01,2015
6220,0.0,-0.4999999999999997,2707.0,30655,33.75,276.25,27.328270000000032,2.72,106.0,103.0,2019-07-01,2019
18207,0.9749279121818236,0.8660254037844386,0.0,95621,38.75,238.75,10.76275000000004,0.34,99.0,103.2,2012-02-01,2012
5655,0.43388373911755823,0.8660254037844386,2192.0,29566,33.75,281.25,15.139580000000024,1.38,109.0,110.8,2018-02-01,2018
19331,-0.9749279121818236,0.8660254037844387,1886.0,95678,38.75,238.75,15.710300000000018,2.72,221.0,226.9,2017-04-01,2017
5785,-0.7818314824680299,0.8660254037844387,60.0,30655,33.75,276.25,18.43682000000001,1.59,41.0,45.1,2012-04-01,2012
5271,-0.7818314824680299,-0.4999999999999997,2342.0,28651,36.25,278.75,22.514430000000004,3.02,112.0,108.6,2018-07-01,2018
19391,-0.9749279121818236,-0.4999999999999997,1977.0,95843,38.75,238.75,26.73553000000004,0.01,204.0,201.3,2017-07-01,2017
3896,-0.7818314824680299,0.5000000000000003,1551.0,21654,38.75,283.75,17.50690000000003,4.61,205.0,175.9,2016-05-01,2016
10519,0.43388373911755823,-0.866025403784439,3165.0,37807,36.25,276.25,16.94186000000002,4.82,139.0,135.0,2020-10-01,2020
17363,0.0,1.2246467991473532e-16,3043.0,83703,43.75,243.75,17.657219999999995,2.51,242.0,241.2,2020-06-01,2020
2123,-0.433883739117558,0.8660254037844386,2557.0,10589,41.25,286.25,0.46365000000002965,2.52,271.0,267.0,2019-02-01,2019
15935,0.7818314824680298,-2.4492935982947064e-16,3226.0,68130,41.25,263.75,-0.7141799999999989,0.68,118.0,112.6,2020-12-01,2020
17807,0.0,0.5000000000000003,1916.0,92210,33.75,243.75,18.91494,0.2,222.0,224.7,2017-05-01,2017
6737,0.9749279121818236,0.5000000000000003,455.0,32746,28.75,278.75,23.993460000000027,4.56,108.0,98.4,2013-05-01,2013
19678,0.43388373911755823,-0.5000000000000004,2465.0,95842,38.75,238.75,13.015800000000013,2.97,210.0,211.7,2018-11-01,2018
8842,-0.9749279121818236,0.8660254037844386,2922.0,32730,28.75,278.75,18.44344000000001,1.78,128.0,139.8,2020-02-01,2020
16358,0.9749279121818236,0.5000000000000003,2646.0,74063,36.25,263.75,19.792930000000013,9.37,96.0,100.2,2019-05-01,2019
10613,0.7818314824680298,0.49999999999999994,335.0,44240,41.25,278.75,-1.8437599999999748,1.88,74.0,79.3,2013-01-01,2013
2648,-0.7818314824680299,-0.5000000000000004,3196.0,10589,41.25,286.25,8.770440000000008,3.32,292.0,281.5,2020-11-01,2020
13882,-0.7818314824680299,-0.5000000000000004,1369.0,61364,41.25,271.25,7.602470000000039,3.13,42.0,46.4,2015-11-01,2015
14515,-0.9749279121818236,-0.8660254037844385,3104.0,63351,38.75,268.75,24.69106000000005,2.02,218.0,148.9,2020-08-01,2020
14694,-0.433883739117558,1.2246467991473532e-16,2312.0,64093,38.75,266.25,25.513400000000047,2.24,95.0,92.9,2018-06-01,2018
14041,-0.7818314824680299,-0.4999999999999997,2342.0,61350,41.25,271.25,23.264430000000004,2.07,88.0,93.1,2018-07-01,2018
15495,0.7818314824680298,-0.8660254037844385,2008.0,68130,41.25,263.75,21.38076000000001,3.5,104.0,102.8,2017-08-01,2017
14510,0.0,1.2246467991473532e-16,3043.0,63383,38.75,268.75,24.938469999999995,3.92,130.0,139.6,2020-06-01,2020
5358,-0.7818314824680299,-2.4492935982947064e-16,2860.0,28697,36.25,278.75,5.6650600000000395,2.33,93.0,93.8,2019-12-01,2019
13180,0.9749279121818236,0.8660254037844386,1827.0,55947,43.75,268.75,-0.3756499999999505,1.13,90.0,90.4,2017-02-01,2017
19654,0.0,-0.866025403784439,2434.0,95677,38.75,238.75,18.874500000000012,0.17,246.0,243.9,2018-10-01,2018
2281,-0.7818314824680299,-1.0,2769.0,10514,41.25,286.25,19.290220000000033,0.67,307.0,293.2,2019-09-01,2019
18594,-0.433883739117558,-0.5000000000000004,639.0,95746,38.75,238.75,13.138500000000022,0.69,220.0,216.8,2013-11-01,2013
10737,0.9749279121818236,-0.866025403784439,973.0,44202,41.25,278.75,11.29122000000001,2.22,102.0,106.3,2014-10-01,2014
18057,-0.7818314824680299,-0.5000000000000004,3196.0,92201,33.75,243.75,13.36420000000004,0.16,198.0,199.0,2020-11-01,2020
7055,-0.7818314824680299,1.2246467991473532e-16,851.0,32701,28.75,278.75,27.305139999999994,3.71,78.0,70.3,2014-06-01,2014
19651,0.0,-0.866025403784439,2434.0,95661,38.75,238.75,18.874500000000012,0.17,247.0,253.9,2018-10-01,2018
10497,-0.433883739117558,0.5000000000000003,3012.0,37721,36.25,276.25,18.12673000000001,3.94,131.0,122.1,2020-05-01,2020
18170,-0.7818314824680299,-0.4999999999999997,2342.0,93927,36.25,238.75,19.826930000000004,0.01,224.0,217.7,2018-07-01,2018
11186,0.7818314824680298,-2.4492935982947064e-16,3226.0,44266,41.25,278.75,0.12957000000000107,2.36,97.0,98.8,2020-12-01,2020
15508,-0.433883739117558,-1.0,2039.0,68136,41.25,263.75,20.65157000000005,2.04,111.0,114.6,2017-09-01,2017
6373,0.43388373911755823,1.0,29.0,32746,28.75,278.75,21.918900000000008,1.35,92.0,87.8,2012-03-01,2012
17936,-0.433883739117558,0.8660254037844386,2557.0,92253,33.75,243.75,7.74490000000003,1.72,225.0,226.3,2019-02-01,2019
8717,-0.7818314824680299,-1.0,2769.0,32771,28.75,278.75,28.258970000000033,1.7,140.0,138.9,2019-09-01,2019
10894,0.43388373911755823,-2.4492935982947064e-16,1765.0,44234,41.25,278.75,-1.1079199999999787,2.46,68.0,97.5,2016-12-01,2016
8249,0.43388373911755823,1.0,2220.0,32771,28.75,278.75,17.746000000000038,0.87,126.0,122.0,2018-03-01,2018
4415,0.9749279121818236,0.8660254037844387,2982.0,21663,38.75,283.75,12.28830000000005,4.0,203.0,207.9,2020-04-01,2020
5516,-0.9749279121818236,1.0,759.0,29582,33.75,281.25,10.553060000000016,3.8,138.0,139.6,2014-03-01,2014
19284,0.9749279121818236,0.8660254037844386,1827.0,95608,38.75,238.75,11.71810000000005,8.18,204.0,205.4,2017-02-01,2017
8018,-0.9749279121818236,-0.4999999999999997,1977.0,32707,28.75,278.75,28.23553000000004,6.91,128.0,127.8,2017-07-01,2017
18050,0.7818314824680298,-1.0,3135.0,92253,33.75,243.75,25.093200000000024,0.07,248.0,253.8,2020-09-01,2020
5649,-0.433883739117558,-2.4492935982947064e-16,2130.0,29566,33.75,281.25,10.174920000000043,2.55,107.0,110.1,2017-12-01,2017
18040,-0.9749279121818236,-0.8660254037844385,3104.0,92203,33.75,243.75,27.59730000000002,0.02,177.0,191.2,2020-08-01,2020
15866,0.0,1.2246467991473532e-16,3043.0,68069,41.25,263.75,25.000969999999995,1.95,171.0,150.5,2020-06-01,2020
15229,-0.9749279121818236,-0.8660254037844385,1277.0,68116,41.25,263.75,22.329679999999996,3.76,96.0,94.5,2015-08-01,2015
19016,-0.7818314824680299,-0.5000000000000004,1369.0,95610,38.75,238.75,10.97747000000004,1.41,174.0,176.4,2015-11-01,2015
15887,-0.9749279121818236,-0.8660254037844385,3104.0,68064,41.25,263.75,23.87856000000005,1.08,147.0,143.0,2020-08-01,2020
18808,-0.9749279121818236,-0.5000000000000004,1004.0,95677,38.75,238.75,13.583920000000035,1.83,196.0,186.8,2014-11-01,2014
2179,0.9749279121818236,0.5000000000000003,2646.0,10507,41.25,286.25,15.824180000000013,4.3,265.0,268.3,2019-05-01,2019
14759,0.0,1.0,3316.0,64019,38.75,266.25,9.736900000000048,4.0,117.0,116.8,2021-03-01,2021
15940,-0.433883739117558,0.49999999999999994,3257.0,68007,41.25,263.75,-1.677979999999991,0.83,138.0,135.2,2021-01-01,2021
5731,-0.7818314824680299,1.0,2951.0,29572,33.75,281.25,16.490750000000048,2.61,175.0,171.1,2020-03-01,2020
5617,-0.7818314824680299,0.49999999999999994,1796.0,29572,33.75,281.25,11.889640000000043,2.57,146.0,153.7,2017-01-01,2017
7780,0.43388373911755823,-1.0,1674.0,32765,28.75,278.75,27.898979999999995,5.38,133.0,133.8,2016-09-01,2016
17097,-0.9749279121818236,-0.866025403784439,1704.0,83616,43.75,243.75,10.761320000000012,1.37,146.0,143.6,2016-10-01,2016
13923,0.0,-0.8660254037844385,1643.0,60470,41.25,271.25,23.963160000000016,4.28,122.0,74.2,2016-08-01,2016
9189,0.43388373911755823,0.8660254037844387,3347.0,32708,28.75,278.75,21.616240000000005,3.29,171.0,175.4,2021-04-01,2021
10545,0.9749279121818236,0.8660254037844386,0.0,44202,41.25,278.75,0.7002500000000396,1.95,93.0,63.7,2012-02-01,2012
14888,0.7818314824680298,0.49999999999999994,335.0,68116,41.25,263.75,-3.5312599999999748,0.22,86.0,86.6,2013-01-01,2013
15399,0.7818314824680298,-0.5000000000000004,1735.0,68138,41.25,263.75,8.18136000000004,0.78,97.0,97.8,2016-11-01,2016
10904,-0.7818314824680299,0.49999999999999994,1796.0,44266,41.25,278.75,0.23340000000001737,3.53,74.0,74.0,2017-01-01,2017
7885,-0.7818314824680299,0.49999999999999994,1796.0,32771,28.75,278.75,18.202140000000043,0.9,112.0,110.8,2017-01-01,2017
17379,0.7818314824680298,-1.0,3135.0,83616,43.75,243.75,17.780700000000024,0.19,221.0,229.6,2020-09-01,2020
14716,0.9749279121818236,0.5000000000000003,2646.0,64093,38.75,266.25,17.949180000000013,7.44,94.0,87.3,2019-05-01,2019
7302,-0.7818314824680299,1.0,1124.0,32719,28.75,278.75,21.95016000000004,0.76,97.0,92.6,2015-03-01,2015
5958,-0.7818314824680299,1.0,1124.0,30025,33.75,276.25,13.918900000000008,2.09,71.0,75.6,2015-03-01,2015
9329,0.43388373911755823,-2.4492935982947064e-16,1765.0,35131,33.75,273.75,9.142080000000021,2.88,40.0,56.5,2016-12-01,2016
19432,-0.7818314824680299,-0.866025403784439,2069.0,95628,38.75,238.75,18.43566000000004,0.04,225.0,215.9,2017-10-01,2017
13096,0.43388373911755823,-0.866025403784439,1338.0,54601,43.75,268.75,11.00463000000002,1.84,91.0,90.2,2015-10-01,2015
16039,0.43388373911755823,-1.0,1674.0,72482,36.25,268.75,23.273979999999995,1.8,42.0,55.4,2016-09-01,2016
11198,0.0,0.8660254037844386,3288.0,44266,41.25,278.75,-4.5298499999999535,1.77,96.0,97.1,2021-02-01,2021
18546,-0.7818314824680299,-1.0,578.0,95608,38.75,238.75,22.618740000000003,0.32,177.0,176.4,2013-09-01,2013
13325,0.0,-0.4999999999999997,2707.0,55947,43.75,268.75,23.734520000000032,4.38,120.0,115.5,2019-07-01,2019
17683,-0.9749279121818236,-0.8660254037844385,1277.0,92236,33.75,243.75,27.204679999999996,0.02,126.0,124.3,2015-08-01,2015
19780,0.9749279121818236,0.5000000000000003,2646.0,95677,38.75,238.75,18.167930000000013,1.92,255.0,256.0,2019-05-01,2019
17392,-0.7818314824680299,-0.5000000000000004,3196.0,83702,43.75,243.75,2.957940000000008,1.47,324.0,308.8,2020-11-01,2020
19541,-0.7818314824680299,0.8660254037844387,2251.0,95630,38.75,238.75,16.224500000000035,1.82,264.0,283.7,2018-04-01,2018
5552,-0.7818314824680299,1.0,1124.0,29582,33.75,281.25,14.07516000000004,2.02,139.0,138.3,2015-03-01,2015
15374,0.43388373911755823,-1.0,1674.0,68130,41.25,263.75,20.617729999999995,3.52,100.0,101.2,2016-09-01,2016
6260,-0.7818314824680299,1.0,2951.0,30655,33.75,276.25,15.959500000000048,4.78,110.0,110.3,2020-03-01,2020
15223,0.9749279121818236,-0.4999999999999997,1246.0,68138,41.25,263.75,23.974019999999996,2.87,88.0,86.8,2015-07-01,2015
6875,-0.433883739117558,-0.5000000000000004,639.0,32708,28.75,278.75,20.794759999999997,1.59,106.0,102.7,2013-11-01,2013
18365,0.0,-0.866025403784439,243.0,95843,38.75,238.75,18.846370000000036,0.5,105.0,107.4,2012-10-01,2012
15651,0.0,-0.866025403784439,2434.0,68136,41.25,263.75,10.155760000000043,2.6,119.0,116.7,2018-10-01,2018
16199,0.0,-2.4492935982947064e-16,1034.0,74063,36.25,263.75,5.59838000000002,1.08,86.0,80.6,2014-12-01,2014
2617,0.43388373911755823,-0.866025403784439,3165.0,10549,41.25,286.25,12.973100000000045,3.71,286.0,268.0,2020-10-01,2020
16244,0.7818314824680298,1.0,1490.0,74063,36.25,263.75,13.01968000000005,1.7,79.0,79.9,2016-03-01,2016
6744,-0.9749279121818236,1.2246467991473532e-16,486.0,32707,28.75,278.75,27.589140000000043,6.28,81.0,76.5,2013-06-01,2013
14150,-0.433883739117558,0.5000000000000003,3012.0,61341,41.25,271.25,15.50173000000001,4.39,88.0,82.1,2020-05-01,2020
19682,-0.9749279121818236,-2.4492935982947064e-16,2495.0,95610,38.75,238.75,9.398300000000006,1.39,216.0,223.8,2018-12-01,2018
1566,-0.9749279121818236,0.8660254037844387,1886.0,10547,41.25,286.25,12.522800000000018,2.18,200.0,202.8,2017-04-01,2017
13922,-0.433883739117558,-0.4999999999999997,1612.0,61364,41.25,271.25,23.649069999999995,3.9,43.0,47.4,2016-07-01,2016
12800,0.9749279121818236,0.8660254037844387,2982.0,53963,43.75,271.25,6.038300000000049,1.9,92.0,90.7,2020-04-01,2020
9849,0.9749279121818236,-0.5000000000000004,2100.0,37087,36.25,273.75,10.486660000000029,2.13,126.0,131.7,2017-11-01,2017
18298,-0.7818314824680299,-0.4999999999999997,151.0,95628,38.75,238.75,24.242970000000014,0.05,129.0,127.9,2012-07-01,2012
19029,-0.7818314824680299,-0.5000000000000004,1369.0,95841,38.75,238.75,10.97747000000004,1.41,140.0,140.5,2015-11-01,2015
9741,-0.7818314824680299,0.5000000000000003,1551.0,37087,36.25,273.75,19.10064,2.49,112.0,110.8,2016-05-01,2016
14682,-0.433883739117558,-2.4492935982947064e-16,2130.0,64093,38.75,266.25,1.5499200000000428,0.55,91.0,92.0,2017-12-01,2017
20191,0.43388373911755823,0.8660254037844387,3347.0,95661,38.75,238.75,16.366240000000005,0.02,315.0,330.6,2021-04-01,2021
13210,0.7818314824680298,-0.8660254037844385,2008.0,55947,43.75,268.75,19.75576000000001,1.88,95.0,103.3,2017-08-01,2017
15011,-0.7818314824680299,-2.4492935982947064e-16,669.0,68130,41.25,263.75,-5.416269999999997,0.05,96.0,98.5,2013-12-01,2013
9782,0.7818314824680298,-0.5000000000000004,1735.0,37090,36.25,273.75,11.962600000000009,2.03,119.0,118.6,2016-11-01,2016
14488,-0.433883739117558,-0.5000000000000004,2830.0,63351,38.75,268.75,5.22616000000005,1.99,114.0,120.6,2019-11-01,2019
19060,-0.433883739117558,0.49999999999999994,1430.0,95677,38.75,238.75,10.155850000000044,5.31,200.0,202.9,2016-01-01,2016
14958,0.0,-0.4999999999999997,516.0,68136,41.25,263.75,23.83862000000005,0.66,94.0,92.3,2013-07-01,2013
5336,0.43388373911755823,-0.8660254037844385,2738.0,28651,36.25,278.75,22.200980000000015,2.95,97.0,111.8,2019-08-01,2019
2024,0.0,-0.866025403784439,2434.0,10598,41.25,286.25,12.499500000000012,2.83,244.0,249.9,2018-10-01,2018
7544,0.7818314824680298,-2.4492935982947064e-16,1399.0,32750,28.75,278.75,22.2269,0.74,102.0,112.2,2015-12-01,2015
14025,-0.7818314824680299,0.8660254037844387,2251.0,61341,41.25,271.25,5.974500000000035,1.32,71.0,75.5,2018-04-01,2018
7673,-0.7818314824680299,0.5000000000000003,1551.0,32746,28.75,278.75,25.13190000000003,4.4,133.0,132.4,2016-05-01,2016
13092,0.7818314824680298,-1.0,1308.0,54603,43.75,268.75,20.075680000000034,2.68,80.0,82.0,2015-09-01,2015
14812,-0.433883739117558,1.2246467991473532e-16,121.0,68118,41.25,263.75,23.65127000000001,2.61,81.0,83.3,2012-06-01,2012
7728,-0.433883739117558,-0.4999999999999997,1612.0,32765,28.75,278.75,29.336569999999995,2.52,133.0,133.4,2016-07-01,2016
4616,-0.433883739117558,-0.5000000000000004,639.0,27581,36.25,281.25,8.607259999999997,2.35,93.0,97.0,2013-11-01,2013
17316,0.7818314824680298,-0.866025403784439,2799.0,83704,43.75,243.75,6.225400000000036,0.56,172.0,169.9,2019-10-01,2019
15507,-0.433883739117558,-1.0,2039.0,68135,41.25,263.75,20.65157000000005,2.04,105.0,103.9,2017-09-01,2017
2038,0.43388373911755823,-0.5000000000000004,2465.0,10541,41.25,286.25,4.890800000000013,5.84,204.0,208.2,2018-11-01,2018
5606,0.43388373911755823,-1.0,1674.0,29582,33.75,281.25,26.086479999999995,9.07,152.0,153.2,2016-09-01,2016
18541,0.43388373911755823,-0.8660254037844385,547.0,95747,38.75,238.75,24.337900000000047,0.05,182.0,179.4,2013-08-01,2013
13935,-0.9749279121818236,-0.866025403784439,1704.0,61341,41.25,271.25,14.917570000000012,1.83,65.0,73.2,2016-10-01,2016
14922,0.0,0.8660254037844387,425.0,68118,41.25,263.75,7.727869999999996,3.32,80.0,84.3,2013-04-01,2013
19187,0.0,-0.8660254037844385,1643.0,95678,38.75,238.75,24.963160000000016,0.01,212.0,214.3,2016-08-01,2016
19534,0.43388373911755823,1.0,2220.0,95842,38.75,238.75,12.308500000000038,3.94,208.0,211.2,2018-03-01,2018
19946,-0.9749279121818236,0.8660254037844386,2922.0,95765,38.75,238.75,12.724700000000041,0.46,243.0,240.8,2020-02-01,2020
5491,0.0,-0.4999999999999997,516.0,29572,33.75,281.25,26.49487000000005,5.36,145.0,140.1,2013-07-01,2013
10261,0.0,1.2246467991473532e-16,1216.0,37721,36.25,276.25,24.979520000000036,3.79,98.0,87.5,2015-06-01,2015
17160,0.7818314824680298,-0.8660254037844385,2008.0,83704,43.75,243.75,23.13076000000001,0.09,132.0,137.7,2017-08-01,2017
16373,0.7818314824680298,-0.866025403784439,2799.0,74063,36.25,263.75,14.412900000000036,3.87,97.0,95.9,2019-10-01,2019
3357,-0.7818314824680299,0.8660254037844387,60.0,21654,38.75,283.75,13.811820000000012,2.13,240.0,256.4,2012-04-01,2012
17115,-0.7818314824680299,0.49999999999999994,1796.0,83616,43.75,243.75,-6.141599999999983,1.98,151.0,150.8,2017-01-01,2017
8796,-0.7818314824680299,-2.4492935982947064e-16,2860.0,32773,28.75,278.75,19.071300000000008,2.97,140.0,133.9,2019-12-01,2019
1649,-0.9749279121818236,-0.4999999999999997,1977.0,10598,41.25,286.25,23.48553000000004,2.85,237.0,238.1,2017-07-01,2017
15825,-0.9749279121818236,0.8660254037844386,2922.0,68130,41.25,263.75,-0.9940599999999904,0.13,111.0,113.5,2020-02-01,2020
3882,-0.433883739117558,0.8660254037844387,1521.0,21647,38.75,283.75,13.134730000000047,1.8,85.0,187.3,2016-04-01,2016
17796,0.9749279121818236,1.0,1855.0,92211,33.75,243.75,14.332480000000032,0.09,176.0,182.5,2017-03-01,2017
4129,0.43388373911755823,0.8660254037844386,2192.0,21663,38.75,283.75,7.264580000000024,3.89,229.0,197.6,2018-02-01,2018
1311,0.9749279121818236,1.2246467991473532e-16,1582.0,10536,41.25,286.25,20.74487000000005,0.95,256.0,266.4,2016-06-01,2016
3810,0.7818314824680298,-1.0,1308.0,21663,38.75,283.75,23.075680000000034,2.38,173.0,218.5,2015-09-01,2015
14604,0.0,-1.0,943.0,64093,38.75,266.25,20.121730000000014,3.39,83.0,84.4,2014-09-01,2014
7757,0.43388373911755823,-1.0,1674.0,32701,28.75,278.75,27.898979999999995,5.38,103.0,97.9,2016-09-01,2016
15408,0.43388373911755823,-2.4492935982947064e-16,1765.0,68135,41.25,263.75,-3.4516699999999787,0.98,102.0,103.2,2016-12-01,2016
5550,-0.7818314824680299,1.0,1124.0,29566,33.75,281.25,14.07516000000004,2.02,96.0,99.5,2015-03-01,2015
7025,0.7818314824680298,0.8660254037844387,790.0,32751,28.75,278.75,22.168150000000026,2.11,109.0,111.6,2014-04-01,2014
15693,-0.433883739117558,0.8660254037844386,2557.0,68130,41.25,263.75,-7.41134999999997,1.0,101.0,106.7,2019-02-01,2019
5524,-0.7818314824680299,1.2246467991473532e-16,851.0,29572,33.75,281.25,25.992639999999994,2.15,143.0,141.8,2014-06-01,2014
1618,0.43388373911755823,1.2246467991473532e-16,1947.0,10562,41.25,286.25,20.839500000000044,2.13,213.0,224.5,2017-06-01,2017
13176,0.9749279121818236,0.8660254037844386,1827.0,54601,43.75,268.75,-0.3756499999999505,1.13,96.0,87.2,2017-02-01,2017
19020,-0.7818314824680299,-0.5000000000000004,1369.0,95650,38.75,238.75,10.97747000000004,1.41,240.0,246.5,2015-11-01,2015
5441,0.9749279121818236,0.8660254037844386,0.0,29582,33.75,281.25,11.45025000000004,1.6,132.0,131.6,2012-02-01,2012
2618,0.43388373911755823,-0.866025403784439,3165.0,10562,41.25,286.25,12.973100000000045,3.71,256.0,262.7,2020-10-01,2020
17814,0.43388373911755823,1.2246467991473532e-16,1947.0,92211,33.75,243.75,24.120750000000044,0.02,182.0,182.2,2017-06-01,2017
10839,0.7818314824680298,1.0,1490.0,44202,41.25,278.75,6.550930000000051,3.04,113.0,110.5,2016-03-01,2016
17743,0.9749279121818236,1.2246467991473532e-16,1582.0,92236,33.75,243.75,24.74487000000005,0.01,129.0,125.3,2016-06-01,2016
7132,-0.433883739117558,-0.8660254037844385,912.0,32773,28.75,278.75,28.672900000000027,4.16,79.0,78.9,2014-08-01,2014
5717,0.7818314824680298,-0.866025403784439,2799.0,29582,33.75,281.25,21.787900000000036,2.38,175.0,172.5,2019-10-01,2019
10928,0.0,0.5000000000000003,1916.0,44266,41.25,278.75,14.352440000000001,4.35,79.0,81.2,2017-05-01,2017
15949,-0.433883739117558,0.49999999999999994,3257.0,68138,41.25,263.75,-1.677979999999991,0.83,132.0,133.6,2021-01-01,2021
18861,-0.7818314824680299,0.8660254037844386,1096.0,95663,38.75,238.75,13.630359999999996,1.53,215.0,222.4,2015-02-01,2015
14926,0.0,0.8660254037844387,425.0,68138,41.25,263.75,7.727869999999996,3.32,83.0,80.6,2013-04-01,2013
20099,-0.7818314824680299,-0.5000000000000004,3196.0,95630,38.75,238.75,12.332940000000008,0.4,300.0,299.7,2020-11-01,2020
15747,0.0,-0.4999999999999997,2707.0,68118,41.25,263.75,25.422020000000032,2.19,105.0,98.8,2019-07-01,2019
19972,0.9749279121818236,0.8660254037844387,2982.0,95628,38.75,238.75,16.78830000000005,1.11,257.0,248.0,2020-04-01,2020
5933,0.9749279121818236,-0.866025403784439,973.0,30025,33.75,276.25,18.60372000000001,2.55,74.0,72.3,2014-10-01,2014
17266,-0.433883739117558,0.8660254037844386,2557.0,83702,43.75,243.75,-0.5675999999999704,2.64,238.0,248.7,2019-02-01,2019
15672,-0.9749279121818236,-2.4492935982947064e-16,2495.0,68135,41.25,263.75,-1.1954399999999623,2.07,106.0,109.6,2018-12-01,2018
